사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-09,2호선,54,용답,14,0,"2,202",201,"2,916",743,"6,361","1,570","10,747","2,560","4,952","1,691","3,294","1,604","2,769","1,944","3,039","2,212","3,207","2,427","3,004","2,862","3,056","3,432","3,273","4,427","3,484","5,135","3,355","9,166","1,910","5,894","1,243","3,675","1,003","4,265",788,"3,045",311,"1,949",0,3,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,2호선,55,신답,0,0,843,137,"1,590",519,"5,142",832,"7,972","1,455","3,182","1,058","1,653",855,"1,383",931,"1,537","1,035","1,485","1,208","1,323","1,376","1,256","2,024","1,329","2,526","1,565","3,592","1,791","7,929",814,"5,730",492,"2,503",440,"2,619",392,"1,682",95,"1,057",0,11,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,2호선,56,신설동,20,2,"1,066",461,"1,103","1,756","2,621","4,418","4,743","11,294","3,462","7,098","3,288","5,085","3,883","5,037","4,643","5,105","4,958","5,384","5,972","5,010","6,582","4,602","6,974","3,726","9,353","4,058","9,548","4,487","4,009","3,111","2,176","2,081","1,806","1,648","1,192","1,226",372,837,0,250,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,2호선,57,도림천,21,0,306,274,914,707,"2,547","3,525","2,325","5,287","1,552","1,832","1,412","1,191","1,206","1,039","1,856","1,425","1,346","1,051","1,806","1,424","2,004","1,254","2,262","1,562","2,628","1,805","3,328","2,403","1,738","2,134",747,"1,170",775,"1,032",337,712,137,472,0,31,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,2호선,58,양천구청,18,1,"4,059",925,"9,501","1,751","26,475","4,367","22,841","7,874","12,072","4,176","7,561","3,813","6,599","4,382","6,910","5,458","6,983","5,353","5,900","5,741","5,699","7,341","7,089","8,873","7,004","13,870","7,364","24,625","3,085","21,265","2,226","11,354","2,144","9,942","1,774","7,058",470,"4,781",7,516,0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,2호선,59,신정네거리,95,0,"7,329","1,467","12,503","5,903","37,774","4,650","34,384","10,765","18,068","7,027","11,209","5,988","9,948","7,133","10,935","7,613","9,863","8,479","9,070","8,997","8,902","11,970","10,947","13,871","11,596","21,621","9,647","37,081","5,922","29,430","4,378","14,983","3,454","12,675","2,594","10,004",828,"5,837",11,517,2,3,0,1,0,0,2020-10-03 09:02:33
2020-09,2호선,60,용두(동대문구청),20,0,915,215,"1,394",882,"4,136","2,358","6,455","6,164","3,361","3,439","2,919","3,224","3,374","3,315","3,382","2,671","3,299","3,424","3,473","3,763","3,865","3,998","3,845","3,376","4,107","3,818","5,564","6,464","2,218","4,585","1,325","2,218","1,146","2,317",709,"1,361",206,877,0,10,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,61,지축,5,0,"1,033",303,"4,678","2,215","13,520","2,339","12,462","2,586","6,091","1,694","3,851","1,597","3,472","2,169","3,234","2,586","3,068","2,504","3,063","2,693","3,529","3,269","3,723","4,372","4,209","5,580","3,124","12,188","1,591","9,310","1,024","5,997",721,"4,433",570,"4,010",150,"1,823",0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,62,구파발,133,2,"8,584","1,359","25,830","8,182","70,577","20,796","68,274","25,016","33,672","22,941","21,665","20,406","20,224","17,196","21,515","18,968","20,759","20,393","21,022","20,226","23,811","20,899","26,168","24,564","29,002","32,409","25,860","57,964","15,916","50,450","12,215","27,251","10,849","24,297","8,378","16,255","1,656","13,827",8,"1,371",0,12,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,63,연신내,259,19,"23,826","1,723","45,329","10,675","117,847","19,208","135,562","29,838","72,826","29,978","47,376","29,080","42,870","29,697","44,438","30,724","43,596","34,692","41,319","36,660","42,028","45,834","44,974","54,270","44,325","70,839","41,566","117,355","29,678","105,493","23,408","57,404","20,124","53,564","14,403","40,168","4,801","24,228",2,"1,924",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,64,불광,31,1,"8,052",813,"16,565","5,166","43,007","9,685","51,289","29,368","27,222","28,813","19,187","21,625","18,231","18,900","18,906","19,494","19,163","20,284","19,773","21,002","20,396","23,524","21,405","26,281","24,320","32,061","27,156","48,488","15,828","40,703","11,347","23,179","10,279","18,960","5,916","14,709","1,688","8,756",4,396,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,65,녹번,31,2,"7,904",682,"20,241","5,596","53,989","6,935","61,323","15,900","31,960","7,785","18,570","6,966","15,093","7,892","14,769","9,032","14,391","9,477","12,844","10,770","12,049","13,512","13,282","17,402","14,621","25,615","16,500","48,109","7,488","42,530","5,417","23,523","4,515","20,583","3,446","14,828",829,"8,850",0,32,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,66,홍제,67,0,"8,349","1,421","19,334","8,938","50,844","10,003","58,397","21,974","34,123","14,467","22,998","13,232","20,761","13,474","21,241","14,838","20,130","16,171","19,152","17,488","19,199","21,782","21,382","24,552","23,625","31,548","22,626","52,385","12,311","44,110","8,928","24,070","6,813","22,160","4,688","14,783","1,342","9,509",0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,67,무악재,18,1,"1,626",371,"4,221","1,866","12,611","2,893","13,375","5,004","8,192","2,592","5,067","2,558","4,170","2,886","4,173","2,935","4,154","3,257","3,655","3,691","3,444","4,187","4,124","5,672","4,762","7,232","5,388","12,951","2,457","10,994","1,769","6,218","1,462","5,369","1,080","4,110",369,"2,591",1,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,68,독립문,87,3,"4,653",625,"4,941","4,829","13,347","12,351","15,862","18,402","10,965","10,839","9,091","8,843","8,810","7,709","9,083","7,151","9,289","8,802","9,810","8,176","10,909","8,740","12,018","9,388","11,453","11,331","14,109","15,300","6,625","11,965","4,489","6,913","3,437","6,158","2,393","4,491",579,"2,762",1,"2,075",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,69,경복궁(정부서울청사),69,0,"2,262","1,193","4,803","11,907","10,653","35,042","15,212","85,930","14,529","37,371","10,562","20,310","11,619","17,570","12,984","16,867","16,018","19,189","18,953","18,007","22,589","15,764","29,168","16,279","43,604","18,474","75,505","22,076","31,001","15,293","23,026","8,101","22,074","7,255","12,448","5,478","3,446","3,257",3,131,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,70,안국,12,0,"1,612","1,373","2,801","18,145","4,885","69,646","6,634","79,881","5,783","41,715","6,502","23,694","8,778","21,188","11,967","19,749","13,589","21,449","17,020","21,379","24,115","17,218","32,253","15,669","69,701","14,057","81,866","13,791","33,529","7,514","23,888","3,924","19,653","3,361","10,291","2,340","2,512","1,707",1,27,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,71,종로3가,7,1,460,772,"1,089","4,743","1,405","12,871","1,929","38,203","2,855","39,883","4,348","25,508","6,225","17,149","6,928","15,376","8,031","15,326","10,288","14,578","12,301","13,120","15,921","11,747","26,061","10,470","46,242","9,625","25,438","5,429","12,160","2,526","10,761","1,967","6,701","1,283","2,452","1,069",4,128,0,0,0,3,0,0,2020-10-03 09:02:33
2020-09,3호선,72,을지로3가,7,0,541,809,845,"6,988","1,509","28,436","2,241","63,338","3,062","29,808","3,770","13,375","5,247","9,960","6,114","9,001","7,680","9,608","9,581","8,301","11,261","8,184","14,585","7,754","30,838","7,705","54,976","8,732","22,958","4,745","13,740","2,194","11,848","1,481","7,380",936,"2,795",743,2,92,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,73,충무로,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,6,0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,74,동대입구,16,1,"1,362","1,183","1,832","7,748","4,351","13,696","5,596","42,297","4,649","19,458","4,086","11,025","4,743","9,176","5,517","8,530","6,223","8,852","8,536","8,073","9,752","6,762","14,517","6,519","28,924","7,291","26,938","8,146","12,642","5,099","8,715","3,214","8,666","3,490","6,301","2,381","1,657","1,432",1,223,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,75,약수,111,7,"5,530",981,"8,971","5,430","21,538","12,891","31,989","30,142","21,641","17,628","14,255","11,730","13,582","11,072","14,224","11,552","14,865","12,072","14,634","13,099","15,950","14,069","16,927","17,516","20,586","23,072","28,070","34,381","15,091","22,899","12,103","14,538","10,776","13,631","7,016","9,446","2,463","5,665",1,"1,398",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,76,금호,54,13,"4,373",486,"8,701","2,476","21,966","4,294","29,316","7,895","17,832","5,850","11,155","5,542","9,122","5,651","9,351","6,606","9,612","7,011","8,581","8,066","8,457","10,047","8,895","12,221","9,227","17,161","9,837","25,199","6,358","18,844","4,958","12,663","4,161","10,430","2,626","7,602",948,"4,105",0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,77,옥수,229,21,"2,805",954,"7,651","3,830","19,119","7,116","25,178","13,333","16,213","9,250","11,232","6,864","9,632","7,391","10,122","8,634","11,098","9,974","10,549","10,084","11,139","12,289","13,107","13,780","14,217","19,458","15,167","29,305","9,574","22,003","7,587","13,783","6,690","12,081","4,258","8,816","1,809","4,488",47,492,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,78,압구정,30,1,"2,447","2,017","6,826","19,602","12,843","40,687","18,567","119,012","14,623","138,525","17,216","59,353","22,110","42,671","26,330","36,258","28,619","40,500","35,085","37,847","42,821","32,953","52,298","31,856","72,844","38,985","113,221","44,419","84,691","25,805","66,482","11,849","45,054","9,327","27,324","6,097","6,769","3,124",5,"1,029",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,79,신사,45,3,"2,443","1,316","5,251","16,606","8,950","36,104","14,610","96,081","11,147","115,430","13,295","55,108","17,539","34,631","20,455","34,132","23,868","37,989","29,470","37,277","37,056","35,111","44,874","34,730","68,227","38,818","111,909","49,967","80,364","28,551","53,341","12,728","53,821","9,422","34,677","5,609","10,314","4,101",0,91,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,80,잠원,4,1,"1,209",582,"4,572","4,854","10,614","7,223","14,000","9,331","8,949","6,606","5,971","4,319","5,952","4,642","6,427","5,050","6,596","5,737","5,872","5,478","6,369","6,196","7,857","6,715","9,111","9,098","8,856","14,055","6,175","10,190","4,035","5,964","3,897","5,097","2,643","4,175",675,"2,618",0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,81,고속터미널,65,0,"4,000","2,742","5,592","23,948","19,336","37,044","30,022","60,171","31,005","76,743","28,950","63,311","36,602","61,794","44,485","59,437","49,809","62,355","53,828","63,292","61,967","67,124","70,497","64,592","87,293","70,899","98,595","83,659","78,768","53,598","94,116","29,542","53,020","21,872","32,466","12,520","9,945","8,010",5,301,2,1,0,1,0,0,2020-10-03 09:02:33
2020-09,3호선,82,교대(법원.검찰청),22,0,926,503,"2,653","5,827","5,956","14,196","8,896","42,641","7,592","29,716","8,446","12,802","10,625","8,272","11,506","7,432","13,555","8,210","16,152","7,913","18,461","7,434","21,257","7,335","35,423","9,117","56,594","11,568","22,761","6,541","16,560","3,368","16,946","2,622","10,302","1,988","3,149","1,392",1,10,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,83,남부터미널(예술의전당),35,0,"2,430",965,"7,209","22,006","20,898","49,964","30,057","134,699","24,401","70,892","21,085","36,729","23,436","27,280","25,079","27,865","28,377","29,414","30,109","30,562","35,308","30,554","41,199","31,523","72,878","34,703","115,732","42,700","53,018","29,345","34,162","16,804","28,444","13,607","17,842","8,575","5,165","5,260",0,40,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,84,양재(서초구청),100,0,"4,828","2,279","11,887","34,460","27,126","92,444","35,034","205,762","24,197","106,641","21,063","42,575","24,092","31,889","27,037","29,331","30,651","34,039","33,538","29,950","41,641","30,141","50,368","31,745","98,512","40,544","169,433","54,632","81,614","38,005","49,889","23,027","43,536","19,888","25,259","13,809","6,035","8,277",1,811,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,85,매봉,9,1,"1,218",653,"4,917","8,201","11,679","19,331","13,765","57,776","9,909","32,685","7,797","10,746","7,483","8,388","8,238","8,292","9,894","8,499","10,889","7,777","12,601","8,283","15,288","8,719","28,188","11,778","54,659","16,157","20,919","11,671","12,022","6,482","12,712","5,787","6,902","4,257","1,692","2,510",3,283,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,86,도곡,12,0,818,321,"2,867","4,044","6,748","11,760","8,536","17,802","5,299","13,588","3,759","5,900","4,135","4,585","4,812","4,861","5,206","5,183","5,570","4,552","7,133","4,403","9,027","4,717","13,542","6,074","15,210","8,015","7,866","6,798","5,110","3,720","4,419","3,299","2,872","2,477",763,"1,453",6,893,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,87,대치,13,0,"2,069",721,"9,273","6,995","19,497","10,369","17,758","19,852","10,657","13,656","8,157","9,694","8,273","8,738","9,782","10,651","10,896","12,995","10,895","12,434","13,508","12,793","13,928","13,849","18,907","17,430","21,225","22,108","13,598","17,940","9,664","9,283","9,220","8,194","14,509","6,289","1,810","3,799",0,6,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,88,학여울,1,0,355,209,"1,272","1,748","2,919","2,778","3,387","5,461","2,069","2,951","1,612","1,660","1,361","1,281","1,509","1,512","1,730","1,500","1,742","1,669","2,202","1,802","2,616","1,878","3,468","2,426","4,790","3,512","2,431","2,692","1,522","1,625","1,263","1,293",813,"1,125",180,747,0,4,0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,89,대청,55,1,"3,069","1,048","8,916","6,743","21,571","11,363","24,630","19,605","13,177","10,266","9,367","6,001","8,655","6,154","9,103","6,759","9,801","7,220","10,404","7,456","13,245","9,831","13,446","10,402","17,420","13,782","20,126","21,531","9,387","17,625","6,042","10,817","5,061","9,704","3,255","8,286",918,"4,679",1,92,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,90,일원,1,0,"1,742","1,409","6,648","7,378","17,345","23,942","17,015","20,490","11,231","14,067","10,789","12,170","11,212","8,478","10,960","9,596","10,364","10,824","11,327","8,936","14,713","8,888","17,674","7,444","25,713","10,203","13,342","15,040","7,215","12,918","4,651","7,759","3,123","7,174","2,658","6,231",791,"2,886",1,61,0,0,1,1,0,0,2020-10-03 09:02:33
2020-09,3호선,91,수서,187,2,"4,023","1,609","10,312","11,661","27,242","25,119","33,593","41,862","21,761","23,992","17,625","16,177","14,822","13,005","17,922","15,675","18,301","15,768","16,320","16,331","21,241","19,227","24,153","19,932","29,840","26,243","39,390","38,723","19,253","29,128","17,076","18,634","11,133","14,258","9,197","11,373","2,424","5,298",2,573,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,92,가락시장,6,0,"2,212",693,"5,635","5,265","16,622","10,388","18,079","25,459","12,116","14,332","10,518","10,069","10,679","9,502","10,927","9,694","10,988","9,853","11,522","10,536","12,250","11,881","13,400","12,184","16,365","14,170","24,669","19,357","10,567","14,380","7,751","9,238","6,565","7,143","4,199","5,547","1,097","3,072",1,827,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,93,경찰병원,10,0,"2,401",132,"6,045","2,652","17,595","7,901","20,913","25,810","12,103","12,244","8,709","7,438","7,371","5,474","7,843","6,735","8,261","7,328","7,672","6,772","8,096","6,849","8,040","7,456","12,775","10,443","17,647","16,905","5,756","14,202","4,404","8,585","4,555","6,541","2,246","5,183",487,"2,820",1,655,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,3호선,94,오금,2,0,"3,040",5,"6,127","1,933","21,144","4,932","23,947","11,651","11,810","4,911","6,554","3,607","5,486","3,421","6,082","4,165","6,159","4,565","5,409","4,608","5,081","6,243","6,222","6,912","8,187","10,626","9,901","17,141","4,320","12,790","2,954","8,605","2,574","7,049","1,808","6,296",348,"3,284",1,907,1,1,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,100,수유(강북구청),76,0,"19,067","3,192","40,026","10,586","96,556","17,669","110,340","48,774","64,352","32,459","41,775","24,773","36,748","24,891","37,319","27,772","37,979","30,743","36,548","34,569","36,710","41,065","38,247","49,432","43,608","64,240","51,890","105,512","30,446","93,378","23,338","54,784","21,021","50,209","14,447","35,841","6,174","22,537",1,36,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,101,미아(서울사이버대학),37,2,"10,091","1,468","18,305","4,972","43,395","12,678","48,178","26,094","28,398","14,804","19,279","12,583","17,213","12,636","17,539","12,997","17,167","14,528","18,589","15,924","18,742","20,169","18,335","22,256","19,461","27,753","22,406","43,021","13,681","35,475","9,231","20,783","7,384","19,344","4,887","13,790","1,849","8,630",0,21,1,1,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,102,미아사거리,54,1,"13,158","2,050","32,100","7,442","83,000","15,641","91,320","29,570","50,829","29,732","32,257","22,741","30,237","22,862","29,979","24,389","30,726","26,722","30,116","30,256","31,673","36,938","34,064","41,773","33,920","56,234","36,174","91,348","27,055","73,291","27,236","40,568","15,608","35,336","10,071","25,395","4,245","13,791",1,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,103,길음,10,1,"8,294","1,958","24,770","7,917","68,539","11,469","72,534","23,668","37,342","17,038","22,488","12,923","18,841","14,287","20,080","14,768","20,066","17,048","18,643","17,962","19,105","21,914","20,673","26,770","25,319","37,683","24,481","64,191","15,218","53,867","11,759","30,483","8,782","26,261","7,381","19,978","2,430","11,491",0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,104,성신여대입구(돈암),32,2,"4,720","1,622","14,769","5,752","37,611","13,799","46,545","29,510","28,254","21,650","19,229","16,243","19,168","16,767","20,980","18,859","22,115","20,858","22,326","21,236","23,349","23,231","26,818","27,086","30,936","34,544","36,698","53,941","23,515","42,504","20,602","25,032","21,034","21,590","16,046","16,790","5,589","10,281",0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,105,한성대입구(삼선교),47,0,"6,335",906,"10,128","5,397","25,674","15,326","30,884","25,952","20,366","18,071","14,046","12,734","13,348","12,464","15,221","12,859","15,766","14,774","15,696","13,710","17,405","15,286","21,081","16,953","25,335","23,419","26,307","31,645","14,283","25,598","10,921","15,154","9,680","13,908","7,161","11,084","2,531","7,779",5,"2,652",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,106,혜화,33,1,"2,616","2,363","6,057","17,741","14,886","40,925","17,439","99,230","19,240","62,342","23,885","39,081","25,564","31,295","24,634","37,297","26,707","48,085","34,766","45,058","44,580","34,678","53,889","32,254","71,929","38,952","93,161","46,859","47,889","36,761","41,956","14,337","49,349","13,487","42,454","10,258","12,322","6,595",4,319,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,107,동대문,241,9,"5,791","2,663","3,211","12,191","4,908","34,294","6,503","72,932","10,028","62,064","14,681","46,548","20,530","38,717","24,750","29,770","26,375","29,724","33,166","29,533","38,843","24,313","47,336","18,941","76,001","13,213","64,108","9,523","27,677","13,087","17,801","8,892","19,249","5,186","8,991","3,755","3,518","5,281",1,77,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,108,동대문역사문화공원(DDP),262,1,"7,294","1,374","4,046","10,514","5,623","23,490","6,561","60,846","5,817","30,795","6,337","19,259","9,026","16,891","11,299","14,739","12,206","15,303","16,325","15,500","20,329","13,333","24,731","12,005","41,297","12,664","59,416","13,468","34,640","22,359","22,956","10,158","20,580","6,331","14,015","4,084","5,540","4,018",1,344,0,0,2,1,0,0,2020-10-03 09:02:33
2020-09,4호선,109,충무로,67,2,"2,427","2,662","3,534","16,391","6,741","50,326","10,177","157,432","10,795","86,629","10,874","39,294","13,896","28,397","16,599","25,780","21,754","26,514","26,812","23,148","30,578","19,927","39,876","19,767","73,482","21,552","126,909","23,998","60,076","14,500","38,867","7,495","35,682","7,165","22,309","5,458","8,654","3,982",8,405,1,2,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,110,명동,39,0,537,933,"1,870","11,684","2,572","34,894","3,946","86,765","5,222","50,797","6,240","27,262","8,959","23,365","11,374","21,559","15,689","22,811","18,794","21,378","23,947","20,131","32,104","18,019","47,218","18,024","84,339","16,494","39,494","9,679","30,581","4,448","25,706","2,880","11,801","1,715","2,769","1,044",4,131,0,0,3,1,0,0,2020-10-03 09:02:33
2020-09,4호선,111,회현(남대문시장),26,0,"1,799",737,"2,855","15,571","3,955","42,634","6,032","109,974","7,106","82,490","9,808","55,754","16,005","39,371","20,406","30,798","25,125","28,338","30,848","26,241","38,444","22,276","54,024","16,984","71,045","12,870","100,347","10,569","39,315","6,074","36,357","3,486","14,183","3,900","6,991","2,948","2,138","1,353",0,159,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,112,서울역,155,1,"3,783",415,"4,409","7,802","9,599","26,030","12,107","65,377","8,140","30,352","6,629","13,738","7,630","12,060","8,310","13,566","9,018","13,849","8,954","13,635","10,701","14,834","12,263","15,466","29,371","19,286","50,855","19,770","16,362","14,860","10,015","9,984","8,831","9,110","5,795","6,637","1,962","4,021",4,874,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,113,숙대입구(갈월),20,1,"2,640",805,"7,268","6,074","13,944","18,714","21,153","41,491","13,201","26,646","10,421","12,440","10,916","11,280","12,268","11,358","12,972","12,367","13,986","12,379","14,828","13,189","20,133","14,531","27,202","18,105","40,735","25,147","20,135","17,733","13,877","10,202","12,661","9,727","8,488","7,525","3,442","4,689",0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,114,삼각지,5,1,504,300,"1,565","3,710","4,211","8,855","5,647","21,787","4,008","8,812","2,817","5,076","3,034","4,270","3,671","4,476","4,214","4,471","4,208","4,390","4,891","4,491","6,495","4,971","10,461","6,624","19,516","9,318","8,046","6,329","5,266","3,282","4,981","2,911","3,028","2,279","1,238","1,664",1,225,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,115,신용산,3,0,"1,099",930,"3,386","9,482","8,413","28,299","12,436","75,811","9,276","45,408","7,701","18,900","9,101","14,086","10,007","13,553","11,988","14,541","12,949","13,852","16,337","14,004","21,168","14,545","40,155","16,804","68,744","21,501","32,283","14,229","21,133","7,854","17,348","6,100","9,929","3,974","3,619","2,260",0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,4호선,116,이촌(국립중앙박물관),39,1,997,771,"3,675","7,279","10,356","12,920","13,414","22,236","8,938","11,517","5,938","6,956","5,868","6,872","6,892","7,479","7,236","8,338","7,527","8,282","8,364","8,370","12,151","9,488","14,697","11,839","18,751","16,904","8,417","12,454","5,865","7,177","6,121","5,863","3,470","4,297","1,172","2,458",0,17,0,0,0,0,0,0,2020-10-03 09:02:33
